Device Make,Device Model,Popular
MicroMax,X330,0
MicroMax,X410,0
MicroMax,X505,0
Micromax,X510 Pike,0
Micromax,X550/X550 QUBE,0
Micromax,X560,0
Micromax,X600,0
Microsoft,Generic Windows Mobile,1
Microsoft,Kin One,0
Microsoft,Kin Two,0
Microsoft,Zune HD,1
Mitac,Mio 8380,0
Mitac,Mio A701,0
Mitsubishi,D702i,0
Mitsubishi,D702iF,0
Mitsubishi,D703i,0
Mitsubishi,D800iDS,0
Mitsubishi,D851iWM,0
Mitsubishi,D902i,0
Mitsubishi,D902iS,0
Mitsubishi,D903i,0
Mitsubishi,D903iTV,0
Mitsubishi,D904i,0
Mitsubishi,M341i,0
Mitsubishi,M342i,0
Mitsubishi,T250,0
Mobile Wireless Group,Zinc II,0
MOBISTEL,EL580,0
ModeLabs,Levi's - the original,0
ModeLabs,myWAY touch,0
Modu,T,0
Motorola,388C,0
Motorola,47,0
Motorola,74,0
Motorola,A1000,0
Motorola,A1200,0
Motorola,A1200e/MING ( Hainan),0
Motorola,A1200eam/MING ( Hainan),0
Motorola,A1200i/MING ( Hainan),0
Motorola,A1200r/MING,0
Motorola,A1200W/MING (White),0
Motorola,A1260,0
Motorola,A1600/Ming,0
Motorola,A300,1
Motorola,A3100,0
Motorola,A4500 (Verizon Wireless),0
Motorola,A455/Rival,1
Motorola,A630,0
Motorola,A768,0
Motorola,A780,0
Motorola,A810,0
Motorola,A835,0
Motorola,A853,1
Motorola,A854,1
Motorola,A890,0
Motorola,A910,0
Motorola,A920,0
Motorola,A953/MILESTONE 2,1
Motorola,Accompli 008,0
Motorola,Accompli 388,0
Motorola,AURA,0
Motorola,Black Monster/BlackMonster,0
Motorola,C168,0
Motorola,C168i,0
Motorola,C257,0
Motorola,C261,1
Motorola,C290,0
Motorola,C290-boost,0
Motorola,C330 series,0
Motorola,C350,0
Motorola,C350M,0
Motorola,C380,0
Motorola,C381p,0
Motorola,C385,0
Motorola,C390,0
Motorola,C450,0
Motorola,C550,0
Motorola,C650,0
Motorola,C975,0
Motorola,C980,0
Motorola,C980M,0
Motorola,Citrus,1
Motorola,CLIQ XT,0
Motorola,CN620,0
Motorola,Debut i856,1
Motorola,Devour,1
Motorola,Droid,1
Motorola,Droid 2,1
Motorola,Droid 3,1
Motorola,Droid 4,1
Motorola,Droid Bionic,1
Motorola,DROID PRO,1
Motorola,DROID RAZR,1
Motorola,Droid X2,1
Motorola,Droid2,1
Motorola,DroidX,1
Motorola,E1000,0
Motorola,E1070,0
Motorola,E365,0
Motorola,E378i,0
Motorola,E380,0
Motorola,E398,0
Motorola,E398B,0
Motorola,E550,0
Motorola,E6,1
Motorola,E680,0
Motorola,E680i,0
Motorola,E685,0
Motorola,E770,0
Motorola,E770v,0
Motorola,E790,0
Motorola,E8,0
Motorola,E815,0
Motorola,EM25,0
Motorola,EM28/Motorokr,0
Motorola,EM325,0
Motorola,EM326g (TracFone),0
Motorola,EM330,0
Motorola,EM35/Motorokr,0
Motorola,ES405B,0
Motorola,Evoke/Evoke,1
Motorola,ex108,0
Motorola,EX108/Motokey Mini,1
Motorola,EX112,1
Motorola,EX115,1
Motorola,EX118,1
Motorola,EX119,0
Motorola,EX122,1
Motorola,EX124G,1
Motorola,EX128,1
Motorola,EX130,0
Motorola,EX211,0
Motorola,EX245 MOTOTV,0
Motorola,EX300,0
Motorola,i1,0
Motorola,i1 Opus One,1
Motorola,i205,1
Motorola,i265,0
Motorola,i285,0
Motorola,i290,1
Motorola,i305,1
Motorola,i30sx,0
Motorola,i315,0
Motorola,i325,0
Motorola,i355,1
Motorola,i425,1
Motorola,i465/Clutch,1
Motorola,i500+,0
Motorola,i530,0
Motorola,i560,1
Motorola,i570,1
Motorola,i576,1
Motorola,i580,1
Motorola,i605,0
Motorola,i615,0
Motorola,i670,0
Motorola,i730,1
Motorola,i760,0
Motorola,i830,1
Motorola,i850,1
Motorola,i85s/i50sx,0
Motorola,i860,0
Motorola,i867,0
Motorola,i870,1
Motorola,i876,0
Motorola,i877,0
Motorola,i880,1
Motorola,i88s,0
Motorola,i9/Stature,1
Motorola,i90c,0
Motorola,i920B,0
Motorola,i940,0
Motorola,i95cl,0
Motorola,ic402,0
Motorola,ic502,0
Motorola,ic602,0
Motorola,ic902,0
Motorola,K1,0
Motorola,K1c,0
Motorola,K1m,0
Motorola,K1m (Boost Mobile),0
Motorola,K3,0
Motorola,Kingfisher,0
Motorola,KRZR K1c (Alltel),1
Motorola,L2,0
Motorola,L6,1
Motorola,L6i,0
Motorola,L7/SLVR (RED),0
Motorola,L71,0
Motorola,L7e,0
Motorola,L7i,0
Motorola,L9,0
Motorola,MB200/Cliq,1
Motorola,MB501,1
Motorola,MB502,1
Motorola,MB508,1
Motorola,MB511,0
Motorola,MB520 Bravo,1
Motorola,MB525,1
Motorola,MB526,1
Motorola,MB611,1
Motorola,MB612,1
Motorola,MB632,0
Motorola,MB853,1
Motorola,MB861,1
Motorola,MB865,1
Motorola,MC569B,0
Motorola,ME501,0
Motorola,ME511,0
Motorola,ME511/FLIPOUT,1
Motorola,ME525,1
Motorola,ME600,0
Motorola,ME722 Milestone 2,1
Motorola,ME811 DROID X,1
Motorola,ME860 Atrix 4G,1
Motorola,ME863,0
Motorola,ME865,0
Motorola,Milestone,1
Motorola,Milestone Plus,0
Motorola,Milestone X,1
Motorola,Ming A1680,0
Motorola,Morrison,0
Motorola,mot-q11-gsm,0
Motorola,MotoMB300,1
Motorola,MotoMB632,1
Motorola,MotoQA1,1
Motorola,MOTORAZR V9M/MOTORAZR 2 (Sprint),0
Motorola,MOTORAZRV9,0
Motorola,MOTORAZRV9x,0
Motorola,Motoroi X,1
Motorola,MOTOROKR Z6C/MOTOROKR (Verizon Wireless),0
Motorola,MOTOROKR Z6M/MOTOROKR,0
Motorola,MPx220,0
Motorola,MT620,0
Motorola,MT710,1
Motorola,MT870,0
Motorola,MT917,0
Motorola,MZ601/Xoom,1
Motorola,MZ604,1
Motorola,MZ606,0
Motorola,MZ608,0
Motorola,MZ609,0
Motorola,MZ617,0
Motorola,Olympus MB860,1
Motorola,Olypmus MB860,1
Motorola,PEBL U6,0
Motorola,PEBL_U3,0
Motorola,PHOTON 4 G,1
Motorola,PHOTON 4G,1
Motorola,Q,0
Motorola,Q-GSM,0
Motorola,Q-UMTS,0
Motorola,Q9,0
Motorola,Q9c,0
Motorola,Q9C (Alltel),0
Motorola,Q9c (Verizon Wireless),1
Motorola,Q9m (Verizon Wireless),1
Motorola,QA30/Raspberry,1
Motorola,R38,1
Motorola,RAZR maxx V6,0
Motorola,RAZR V3,0
Motorola,RAZR V3 BLK/RAZR,0
Motorola,RAZR V3/RAZR (Vodafone),0
Motorola,RAZR V3b,0
Motorola,RAZR V3c/RAZR,0
Motorola,RAZR V3iv,0
Motorola,RAZR V3m/RAZR,0
Motorola,RAZR V3m/RAZR (Metro PCS),0
Motorola,RAZR V3m/RAZR (Verizon Wireless),1
Motorola,RAZR V3r,0
Motorola,RAZR V3x,1
Motorola,RAZR V3xM/RAZR,0
Motorola,RAZR V3xxi iZar,0
Motorola,RAZR V3xxv,0
Motorola,RAZR V3xxv/RAZR,0
Motorola,RAZR V6vb,0
Motorola,RAZR V8,1
Motorola,RIZR Z8,0
Motorola,ROKR E1,0
Motorola,ROKR E8,0
Motorola,SLVR L7,1
Motorola,SLVR L7/SLVR (Vodafone),0
Motorola,SLVR-L7c,0
Motorola,Spark (Verizon Wireless),1
Motorola,T192,0
Motorola,T280,0
Motorola,T720,0
Motorola,T720M,0
Motorola,T725E,0
Motorola,Ti260 GPRS,0
Motorola,TITANIUM,1
Motorola,U9,0
Motorola,V1050,0
Motorola,v1075,0
Motorola,V1100,0
Motorola,V171,0
Motorola,V175,0
Motorola,V177,0
Motorola,V180,0
Motorola,V185,0
Motorola,V186,0
Motorola,v188,0
Motorola,V190,0
Motorola,V191,0
Motorola,V195,0
Motorola,V197,0
Motorola,V220,0
Motorola,V235,0
Motorola,V237,0
Motorola,V26X,0
Motorola,V3,1
Motorola,V300,0
Motorola,V303,0
Motorola,v323i,0
Motorola,V325,1
Motorola,V325 (Verizon Wireless),0
Motorola,V330,0
Motorola,V360,0
Motorola,v360i,0
Motorola,V360v,0
Motorola,V361,0
Motorola,V365,0
Motorola,V3a,0
Motorola,V3c,0
Motorola,V3e,0
Motorola,V3i,1
Motorola,V3m-Red,0
Motorola,V3r,0
Motorola,V3re,0
Motorola,V3s,1
Motorola,V3v,0
Motorola,V3x,0
Motorola,V3xx,1
Motorola,V3xxR,0
Motorola,V400,0
Motorola,V50,0
Motorola,V500,0
Motorola,V501,0
Motorola,V505,0
Motorola,V525M,0
Motorola,V535,0
Motorola,V540,0
Motorola,V545,0
Motorola,V547,0
Motorola,V550,0
Motorola,V551,0
Motorola,V555,0
Motorola,V557,0
Motorola,V560,0
Motorola,V600,0
Motorola,V620,0
Motorola,V635,0
Motorola,V66,0
Motorola,V66i,0
Motorola,V710,0
Motorola,V750,0
Motorola,V80,0
Motorola,V860,1
Motorola,V950,1
Motorola,V975,0
Motorola,V980,0
Motorola,V980M,0
Motorola,V9m,0
Motorola,VA76r,1
Motorola,VE 240,1
Motorola,VE 440,1
Motorola,VE 465,1
Motorola,VE20,1
Motorola,VE538,0
Motorola,VE66,0
Motorola,W206,0
Motorola,W213,0
Motorola,W216,0
Motorola,W220,0
Motorola,W230,1
Motorola,W231,0
Motorola,W233,0
Motorola,W270,0
Motorola,W315,0
Motorola,W370,0
Motorola,W375,1
Motorola,W376g,0
Motorola,W377,0
Motorola,W377g,0
Motorola,w385,1
Motorola,w385-Qwest,0
Motorola,W385m,0
Motorola,W388,0
Motorola,W396,0
Motorola,W397 (Vodafone),0
Motorola,W408G,1
Motorola,W418G,1
Motorola,W450,0
Motorola,W490,0
Motorola,W5,0
Motorola,W510,0
Motorola,W6,0
Motorola,W7,0
Motorola,W750,0
Motorola,W755,1
Motorola,W760r,0
Motorola,W766/Entice,0
Motorola,W840/Quantico,1
Motorola,WX260,0
Motorola,WX265,0
Motorola,WX288,0
Motorola,WX290,0
Motorola,WX295,1
Motorola,WX306,0
Motorola,WX390,0
Motorola,WX395,0
Motorola,WX400/Rambler (Castle),1
Motorola,WX404,1
Motorola,WX415 Heartland,1
Motorola,WX430,1
Motorola,WX435,1
Motorola,WX445/Ciena,1
Motorola,Xoom 2,0
Motorola,Xoom MZ505,0
Motorola,Xoom MZ605,1
Motorola,XT300,1
Motorola,XT311/Fire,0
Motorola,XT316/Dominoq,1
Motorola,XT317,0
Motorola,XT319,0
Motorola,XT320,0
Motorola,XT502/Greco,1
Motorola,XT530,0
Motorola,XT531,1
Motorola,XT532,0
Motorola,XT560,0
Motorola,Xt603,1
Motorola,XT610 Droid Pro,1
Motorola,XT615,1
Motorola,XT681,0
Motorola,XT701/Milestone,1
Motorola,XT711,0
Motorola,XT720 Milestone,1
Motorola,XT800,1
Motorola,XT800W/Glam,1
Motorola,XT806,0
Motorola,XT860 4G,1
Motorola,XT882,1
Motorola,XT910,1
Motorola,Z10,0
Motorola,Z3,0
Motorola,Z6,1
Motorola,Z6W,0
Motorola,Z9,0
Motorola,ZN200,0
Motorola,ZN300,0
Motorola,ZN4/Krave (Verizon Wireless),0
Motorola,ZN5,0
MOVILNET,UM840,0
MTS,SP 100,0
MTS,SP-101,0
Myphone,B12 DUO,0
MyPhone,B21,0
MyPhone,B22 Duo,0
MyPhone,B23/Duo,0
MyPhone,B31,0
Myphone,B73 Duo,0
MyPhone,MS28,0
MyPhone,Q19i Duo,0
MyPhone,Q21,0
MyPhone,Q22,0
Myphone,Q88,0
Myphone,QTV20i DUO,0
MyPhone,S21,0
Myphone,T23 Duo,0
MyPhone,TV21/DUO,0
NEC,331i,0
NEC,6206,0
NEC,A525,0
NEC,c313,0
NEC,c616,0
NEC,e101,0
NEC,e1101,0
NEC,e121,0
NEC,e228,0
NEC,e232,0
NEC,e235,0
NEC,e242,0
NEC,e313,0
NEC,e338,0
NEC,e353,0
NEC,e373,0
NEC,e540,0
NEC,E616,0
NEC,LT-NA7,0
NEC,N-02D,0
NEC,N-03D,0
NEC,N-04C,0
NEC,N-05C,0
NEC,N-06C,0
NEC,N-06C/Optimus Pad,0
NEC,N-07C/Optimus Bright,0
NEC,N2051,0
NEC,N22i,0
NEC,N2701,0
NEC,N343i,0
NEC,N400i,0
NEC,N401i,0
NEC,N410i,0
NEC,N411i,0
NEC,N500,0
NEC,N500i,0
NEC,N503i,0
NEC,N505i,0
NEC,N600,0
NEC,N600i,0
NEC,N601i,0
NEC,N6206,0
NEC,N702iD,0
NEC,N702iS,0
NEC,N703i,0
NEC,N703iD,0
NEC,N850,0
NEC,N900i,0
NEC,N900iS,0
NEC,N902i,0
NEC,N902iL,0
NEC,N902iS,0
NEC,N903i,0
NEC,N904i,0
Neonode,N1,0
Neonode,N2,0
Newsmy,Newpad P9,0
Nexian,G857,0
Nexian,G868,0
Nexian,NX G268,0
Nexian,NX G801,0
Nexian,NX G821,0
Nexian,NX G901,0
Nexian,NX G912,0
Nexian,NX G922,0
Nexian,NX T780,0
Nexian,NX T911,0
Nexian,NX T922,0
Nexian,NX-A890,0
Nexian,NX-C951,0
Nexian,NX-D980,0
Nexian,NX-D981,0
Nexian,NX-G236,0
Nexian,NX-G353,0
Nexian,NX-G505,0
Nexian,NX-G508,0
Nexian,NX-G509,0
Nexian,NX-G730,0
Nexian,NX-G868,0
Nexian,NX-G889,0
Nexian,NX-G911,0
Nexian,NX-G915,0
Nexian,NX-G933,0
Nexian,NX-G965,0
Nexian,NX-T905,0
Nexian,NX-T909,0
Nexian,NX-W750,0
Nexian,NX250 D,0
Nexian,NX901,0
Nexian,NXG777,0
Nexian,Spade G988,0
Nextbook,Next2,0
Nextbook,NXM901/Next3,0
Nextbook,Premium8se,0
NGM,Argo,0
NGM,Billy,0
NGM,Clio,0
NGM,Metal Devil,0
NGM,Mito,0
NGM,Premier,0
NGM,Prestige,0
NGM,Soapqwerty,0
NGM,Vanity,0
NGM,Vanityqwerty,0
NGM,Vanitytouch,0
Nintendo,3DS,0
Nintendo,DS,0
Nintendo,DSi,0
Nintendo,Wii,0
Nokia,1006 (North America),1
Nokia,1100,0
Nokia,1110i,0
Nokia,1606,0
Nokia,1680 classic,1
Nokia,1681 classic,0
Nokia,1682 classic,0
Nokia,200,1
Nokia,2000,0
Nokia,201,1
Nokia,2010,0
Nokia,202,0
Nokia,203,0
Nokia,2125,0
Nokia,2220,1
Nokia,2220 slide,1
Nokia,2228,0
Nokia,2320 classic,1
Nokia,2322 classic,0
Nokia,2323c-2,1
Nokia,2330 classic,1
Nokia,2355,0
Nokia,2600,0
Nokia,2600 classic,1
Nokia,2605,0
Nokia,2610,1
Nokia,2626,1
Nokia,2630,1
Nokia,2650,0
Nokia,2660,0
Nokia,2680 slide,1
Nokia,2690,1
Nokia,2692,0
Nokia,2700 classic,1
Nokia,2705,0
Nokia,2710 Classic,1
Nokia,2720 fold,0
Nokia,2720a Fold,1
Nokia,2730 classic,1
Nokia,2760,1
Nokia,2855,0
Nokia,2865,0
Nokia,2865i,0
Nokia,300,1
Nokia,3000,0
Nokia,302,1
Nokia,3020,0
Nokia,303,1
Nokia,3030,0
Nokia,3100,1
Nokia,3100b,0
Nokia,3105,0
Nokia,3108,0
Nokia,3109 classic,1
Nokia,311,0
Nokia,3110,0
Nokia,3110 classic,1
Nokia,3120,1
Nokia,3120 classic,1
Nokia,3120b,0
Nokia,3125,0
Nokia,3152,0
Nokia,3155,0
Nokia,3155i,0
Nokia,3200,1
Nokia,3205 SPR (Sprint),0
Nokia,3208 classic,0
Nokia,3220,1
Nokia,3230,1
Nokia,3250,1
Nokia,3300,0
Nokia,3310,0
Nokia,3320 (South America),0
Nokia,3330,0
Nokia,3350,0
Nokia,3360/3320,0
Nokia,3410,0
Nokia,3500 classic,1
Nokia,3510,0
Nokia,3510i,0
Nokia,3530,0
Nokia,3555,0
Nokia,3555 classic,0
Nokia,3555b,0
Nokia,3560,0
Nokia,3586i,0
Nokia,3587,0
Nokia,3590,0
Nokia,3595,0
Nokia,3600 slide,1
Nokia,3602 Slide,0
Nokia,3606,0
Nokia,3610 fold,1
Nokia,3650,1
Nokia,3660,0
Nokia,3710 fold,1
Nokia,3711/Fold,1
Nokia,3720 classic,1
Nokia,3806,0
Nokia,500,1
Nokia,5000,1
Nokia,5070,1
Nokia,5070b,0
Nokia,5100,0
Nokia,5130,1
Nokia,5130 XpressMusic,1
Nokia,5130c,1
Nokia,5140,0
Nokia,5140i,1
Nokia,5200,1
Nokia,5220 XpressMusic,1
Nokia,5228,1
Nokia,5230,1
Nokia,5232,0
Nokia,5233,1
Nokia,5235 Comes With Music Edition,1
Nokia,5236,0
Nokia,5238,0
Nokia,5250,1
Nokia,5300 XpressMusic,1
Nokia,5310 XpressMusic,1
Nokia,5320 XpressMusic,1
Nokia,5330 Mobile TV Edition,1
Nokia,5500,0
Nokia,5530 XpressMusic,1
Nokia,5610 XpressMusic,1
Nokia,5611 XpressMusic,0
Nokia,5630 XpressMusic,1
Nokia,5700 XpressMusic,1
Nokia,5730 XpressMusic,1
Nokia,5800 XpressMusic,1
Nokia,5802/XpressMusic,0
Nokia,600,0
Nokia,6010,0
Nokia,6020,1
Nokia,6021,1
Nokia,603,0
Nokia,6030,1
Nokia,6030b,1
Nokia,6060,1
Nokia,6061,0
Nokia,6066,0
Nokia,6070,1
Nokia,6080,1
Nokia,6085,1
Nokia,6086,0
Nokia,6088,0
Nokia,6100,0
Nokia,6101,1
Nokia,6102,0
Nokia,6102i,0
Nokia,6103,1
Nokia,6108,0
Nokia,6110 Navigator,1
Nokia,6111,1
Nokia,6120 classic,1
Nokia,6121 classic,1
Nokia,6122 classic,0
Nokia,6124 classic,1
Nokia,6125,1
Nokia,6126,0
Nokia,6131,1
Nokia,6131 NFC,0
Nokia,6133,1
Nokia,6136,0
Nokia,6151,1
Nokia,6152,0
Nokia,6155,0
Nokia,6165,0
Nokia,6165i,0
Nokia,6170,1
Nokia,6200,0
Nokia,6205/Verizon,0
Nokia,6208 classic,1
Nokia,6210,1
Nokia,6210 Navigator,1
Nokia,6212 classic,0
Nokia,6215i,0
Nokia,6220,1
Nokia,6220 classic,1
Nokia,6225 (United States),0
Nokia,6230,1
Nokia,6230i,1
Nokia,6233,1
Nokia,6234,1
Nokia,6235,0
Nokia,6235i,0
Nokia,6236i,0
Nokia,6250,0
Nokia,6255,0
Nokia,6255i,0
Nokia,6260,1
Nokia,6260 slide,0
Nokia,6263,1
Nokia,6265,0
Nokia,6265i,0
Nokia,6267,0
Nokia,6268,0
Nokia,6270,1
Nokia,6275,0
Nokia,6275i,0
Nokia,6276,0
Nokia,6280,1
Nokia,6288,1
Nokia,6290,1
Nokia,6300,1
Nokia,6300i,0
Nokia,6301,1
Nokia,6303 classic,1
Nokia,6303i classic,1
Nokia,6310,0
Nokia,6310i,0
Nokia,6340i,0
Nokia,6350,1
Nokia,6500,0
Nokia,6500 classic,1
Nokia,6500 slide,1
Nokia,6510,0
Nokia,6555,1
Nokia,6555 classic,0
Nokia,6555b,0
Nokia,6560,0
Nokia,6585,0
Nokia,6600,1
Nokia,6600 fold,1
Nokia,6600 slide,1
Nokia,6600i slide,1
Nokia,6610,0
Nokia,6610i,1
Nokia,6620,0
Nokia,6630,1
Nokia,6650,0
Nokia,6650 fold,0
Nokia,6650 fold AT&T,1
Nokia,6651,0
Nokia,6670,1
Nokia,6680,1
Nokia,6681,1
Nokia,6682,0
Nokia,6700 classic,1
Nokia,6700 slide,1
Nokia,6702,0
Nokia,6708,0
Nokia,6710 Navigator,1
Nokia,6720 classic,1
Nokia,6730 classic,1
Nokia,6750 Mural,0
Nokia,6760 slide,1
Nokia,6788,0
Nokia,6788i,0
Nokia,6790 slide,1
Nokia,6790 Surge,0
Nokia,6800,0
Nokia,6810,0
Nokia,6820,1
Nokia,6822,0
Nokia,700,1
Nokia,701,0
Nokia,7020,1
Nokia,702T,0
Nokia,7070 Prism,1
Nokia,7088,0
Nokia,710,0
Nokia,7100 Supernova,1
Nokia,7110,0
Nokia,7200,0
Nokia,7205/Intrigue,0
Nokia,7210,0
Nokia,7210 Supernova,1
Nokia,7212 Classic,0
Nokia,7230,1
Nokia,7250,0
Nokia,7250i,1
Nokia,7260,1
Nokia,7270,1
Nokia,7280,0
Nokia,7310 Supernova,1
Nokia,7360,1
Nokia,7370,1
Nokia,7373,1
Nokia,7380,0
Nokia,7390,1
Nokia,7500 Prism,1
Nokia,7510 Supernova,1
Nokia,7600,0
Nokia,7610,1
Nokia,7610 Supernova,1
Nokia,7650,0
Nokia,770,0
Nokia,7705/Twist,0
Nokia,7710,0
Nokia,7900 Prism,0
Nokia,800,0
Nokia,801T,0
Nokia,808,0
Nokia,8280,0
Nokia,8310,0
Nokia,8390,0
Nokia,8600 Luna,0
Nokia,8800,0
Nokia,8800 Arte,0
Nokia,8800 Sirocco Edition,0
Nokia,8801,0
Nokia,8855,0
Nokia,8910,0
Nokia,9210i,0
Nokia,9300,1
Nokia,9300i,1
Nokia,9500,0
Nokia,C1-01,1
Nokia,C1-02,1
Nokia,C1-03,0
Nokia,C2-00,1
Nokia,C2-01,1
Nokia,C2-02,1
Nokia,C2-03,1
Nokia,C2-05,1
Nokia,C2-06,1
Nokia,C2-07,0
Nokia,C2-08,0
Nokia,C3-00,1
Nokia,C3-00.1,1
Nokia,C3-01,1
Nokia,C3-03,0
Nokia,C5-00,1
Nokia,C5-01,0
Nokia,C5-03,1
Nokia,C5-04,0
Nokia,C5-05,1
Nokia,C5-06,0
Nokia,C6-00,1
Nokia,C6-01,1
Nokia,C7-00,1
Nokia,C7-00.1,1
Nokia,C7-00s,0
Nokia,E5-00,1
Nokia,E5-00m,0
Nokia,E50,1
Nokia,E51,1
Nokia,E52,1
Nokia,E55,0
Nokia,E6-00,1
Nokia,E60,0
Nokia,E61,1
Nokia,E61i,1
Nokia,E62,0
Nokia,E63,1
Nokia,E65,1
Nokia,E66,1
Nokia,E7-00,1
Nokia,E70,0
Nokia,E71,1
Nokia,E71x,1
Nokia,E72,1
Nokia,E73,1
Nokia,E75,1
Nokia,E90 Communicator,1
Nokia,Lumia 710,1
Nokia,Lumia 800,0
Nokia,Lumia 900,0
Nokia,N-Gage,0
Nokia,N-GageQD,1
Nokia,N2220s,1
Nokia,N70,1
Nokia,N70 with Opera,1
Nokia,N71,0
Nokia,N72,1
Nokia,N73,1
Nokia,N75,0
Nokia,N76,1
Nokia,N77,0
Nokia,N78,1
Nokia,N79,1
Nokia,N8-00,1
Nokia,N80,1
Nokia,N800,0
Nokia,N81,1
Nokia,N82,1
Nokia,N85,1
Nokia,N86 8MP,1
Nokia,N9,0
Nokia,N9/Meego,1
Nokia,N90,1
Nokia,N900,1
Nokia,N91,1
Nokia,N92,0
Nokia,N93,1
Nokia,N93i,0
Nokia,N95,1
Nokia,N95 8GB,1
Nokia,N95-3 NAM,1
Nokia,N950,1
Nokia,N96,1
Nokia,N96-3,0
Nokia,N97,1
Nokia,N97 mini,1
Nokia,NK600i,0
Nokia,Oro C7-00s,0
Nokia,T7-00,0
Nokia,X2-00,1
Nokia,X2-01,1
Nokia,X2-02,1
Nokia,X2-05,1
Nokia,X3,1
Nokia,X3-00,1
Nokia,X3-02,1
Nokia,X3-02i,0
Nokia,X5-00,0
Nokia,X5-01,1
Nokia,X6,0
Nokia,X6-00,1
Nokia,X6-00m,0
Nokia,X7-00,1
Notion Ink,Adam,0
NTT DoCoMo,FOMA HT1100,0
NTT DoCoMo,SC-02B,1
O2,Cocoon,0
O2,Guide,0
O2,Ice,0
O2,X1,0
O2,X1b,0
O2,X1i,0
O2,Xda Argon/Panda,0
O2,Xda Atmos,0
O2,Xda Atom,0
O2,Xda Atom (Quanta Computer Inc),0
O2,Xda Atom Exec,0
O2,Xda Atom Life,0
O2,XDA Diamond,0
O2,XDA Diamond Pro,0
O2,XDA Flame,0
O2,XDA Ignito,0
O2,XDA II,0
O2,XDA Mantle,0
O2,XDA Mini S,0
O2,XDA Orbit,0
O2,Xda Orbit II,0
O2,XDA Serra,0
O2,XDA Star,0
O2,XDA Stellar,0
O2,XDA-Stealth,0
O2,XDA/Exec,0
O2,XM,0
Odys,Loox,0
Odys,Xtreme,0
OKWap,KM65,0
Olive,G8100,0
Olive,VT100 Pad,0
Olivetti,Olipad 100,0
Onda,MID,0
Onda,N130 Touch,0
Onda,N131,0
Onda,N213,0
Onda,N235W,0
Onda,N5050,0
Onda,N7010,0
Onda,N7100,0
Onda,O140,0
Onda,TT101,0
Onda,VX610A,0
OPPO,A115,0
OPPO,A115K,0
OPPO,A121,0
OPPO,A125,0
OPPO,A201,0
OPPO,A203,0
OPPO,A209,0
OPPO,A520,0
OPPO,A90,0
OPPO,E21W,0
OPPO,F15,0
OPPO,P51,0
OPPO,T15,0
Oppo,T703,0
OPPO,U521,0
OPPO,U525,0
OPPO,U529,0
OPPO,X903,0
Orange,Barcelona,0
Orange,Boston,1
Orange,Monte Carlo,0
Orange,San Francisco,1
Orange,SPV C500,1
Orange,SPV C600,0
Orange,SPV E600,0
Orange,SPV E650,0
Orange,SPV M1000,0
Orange,SPV M1500,0
Orange,SPV M2000,0
Orange,SPV M3100,0
Orange,SPV M500,0
Orange,SPV M600,0
Orange,SPV M700,0
Orange,Tactile Internet 2,0
Orange,Tokyo,0
Ouku,P801W,0
Palm,750,0
Palm,Blazer,0
Palm,Centro,0
Palm,Pixi,0
Palm,Pre,0
Palm,Pre Plus,0
Palm,Pre2,0
Palm,PTR690HK,0
Palm,Treo 500,0
Palm,Treo 600,0
Palm,Treo 650,0
Palm,Treo 700P,0
Palm,Treo 755p,0
Palm,Treo 800w,0
Palm,Treo Pro,0
Palm,Treo-500v,0
Palm,Treo850,0
Palm,Tungsten C,0
Palm,Tungsten T3,0
Palm,Tungsten T5,0
Palm,Tunx,0
Palm,TX,0
Palm,Zire 72,0
Panasonic,003P,0
Panasonic,941P,0
Panasonic,A200,0
Panasonic,A210,0
Panasonic,DoCoMo P905A,0
Panasonic,G50,0
Panasonic,G60,0
Panasonic,G70,0
Panasonic,GD35,0
Panasonic,GD75,0
Panasonic,GD87,0
Panasonic,GD95,0
Panasonic,GD96,0
Panasonic,MX7,0
Panasonic,P-03D,0
Panasonic,P-04C,0
Panasonic,P-05C,0
Panasonic,P-06C,0
Panasonic,P001,0
Panasonic,P502i,0
Panasonic,P702i,0
Panasonic,P702iD,0
Panasonic,P703i,0
Panasonic,P900i,0
Panasonic,P900iV,0
Panasonic,P901iS,0
Panasonic,P902i,0
Panasonic,P902iS,0
Panasonic,P903i,0
Panasonic,P903iTV,0
Panasonic,P903iX,0
Panasonic,P904i,0
Panasonic,P906i,0
Panasonic,SC3,0
Panasonic,VS2,0
Panasonic,VS3,0
Panasonic,VS6,0
Panasonic,VS7,0
Panasonic,X100,0
Panasonic,X200,0
Panasonic,X200P,0
Panasonic,X300,0
Panasonic,X400,0
Panasonic,X400P,0
Panasonic,X60,0
Panasonic,X70,0
Panasonic,X700,0
Panasonic,X800,0
Pandigital,9,0
Pandigital,Novel,0
Pandigital,Planet,0
Pandigital,Star,0
Pantech,1400,0
Pantech,1610,0
Pantech,1810,0
Pantech,6100,0
Pantech,ADR8995/Breakout,0
Pantech,AKY IM-A730S,0
Pantech,C510,0
Pantech,C520,0
Pantech,C610,0
Pantech,C630,0
Pantech,C740,0
Pantech,C820/Matrix Pro,0
Pantech,CDM 8960,0
Pantech,CDM8992,0
Pantech,IM-A690L/Mirach,0
Pantech,IM-A690S,0
Pantech,IM-A710K/Sky Vega Xpress,0
Pantech,IM-A740S,0
Pantech,IM-A750K,0
Pantech,IM-A760S Vega Racer,0
