Device Make,Device Model,Popular
HTC,Touch Dual/P5520,0
HTC,Touch HD,1
HTC,Touch HD T8285,0
HTC,Touch Pro/Raphael 100,0
HTC,Touch Pro2 T7373,1
HTC,Touch Viva,1
HTC,Touch2,1
HTC,TouchDual,0
HTC,Trinity,0
HTC,Twin 10000,0
HTC,TyTN,0
HTC,TyTN II,1
HTC,TyTN II/Pilgrim/Tilt,0
HTC,V1510,0
HTC,v1605,0
HTC,V7505/Vodafone s710,0
HTC,Velocity 4G,0
HTC,Ville,0
HTC,Vision,1
HTC,Vivo/Droid Incredible 2,1
HTC,Vogu100 P3050,0
HTC,Volans/Softbank X03HT,0
HTC,Vox,0
HTC,VPA II,0
HTC,VPA Touch,0
HTC,Wildfire,1
HTC,Wildfire S,1
HTC,Wing,0
HTC,Wizard,0
HTC,X01HT,0
HTC,X310E/Titan/Eternity,1
HTC,X315e,1
HTC,X515a,1
HTC,X515E,1
HTC,X515m,1
HTC,X710a,1
HTC,X710e,0
HTC,X7500,0
HTC,X7510/Advantage,0
HTC,XDA Cosmo,0
HTC,XDA IIs,0
HTC,XDA-Trion,0
HTC,Xda_Diamond_2,0
HTC,XV6175,0
HTC,XV6875,0
HTC,XV6975/Imagio,1
HTC,Z710A Sensation,1
HTC,Z710E,0
HTC,Z710E Sensation,1
HTC,Z715e,1
HTIL,G111,0
Huawei,007HW,0
Huawei,C5005,0
Huawei,C5100,0
Huawei,C5110,0
Huawei,C5320,0
Huawei,C5330,0
Huawei,C5588,0
Huawei,C5589,0
Huawei,C5600,0
Huawei,C5730,0
Huawei,C5800,0
Huawei,C6100,1
Huawei,C7100,0
Huawei,C7500,0
Huawei,C8500,1
Huawei,C8600,1
Huawei,C8650,0
Huawei,C8650+,1
HUAWEI,ETS3160,0
Huawei,G2800,1
Huawei,G3500,0
Huawei,G3501,0
HUAWEI,G3510,1
HUAWEI,G3610,1
HUAWEI,G5010,0
Huawei,G5730,1
Huawei,G6600,1
HUAWEI,G6608,0
Huawei,G6610V,1
Huawei,G6620,1
Huawei,G7002,1
Huawei,G7007,0
Huawei,G7010,1
HUAWEI,G7300,0
Huawei,Ideos,1
Huawei,IDEOS S7,1
Huawei,M228,1
Huawei,M318,0
Huawei,M328,0
Huawei,M615,1
Huawei,M635,1
Huawei,M735,1
Huawei,M750,1
Huawei,M835,1
Huawei,M860,1
Huawei,M865,1
Huawei,M886,1
Huawei,MD-302,0
Huawei,Panama,0
Huawei,Pulse Mini,1
Huawei,RBM2,0
Huawei,S41HW,0
HUAWEI,S7-301u,1
Huawei,S8600,0
Huawei,T209,0
Huawei,T2211,0
HUAWEI,T520,0
Huawei,T7200,0
Huawei,T8100,0
Huawei,T8300,0
Huawei,T8600,0
Huawei,U1005,0
Huawei,U120,0
Huawei,U1205,0
Huawei,U121,0
Huawei,U1211,0
Huawei,U1215,0
Huawei,U1250,0
Huawei,U1300,1
Huawei,U1305,0
Huawei,U1307,0
Huawei,U1310,0
Huawei,U1315,0
HUAWEI,U2800,0
Huawei,U3100,1
HUAWEI,U3200,0
Huawei,U3300,0
Huawei,U3307,0
Huawei,U3310,0
Huawei,U3311,0
Huawei,U3315,0
Huawei,U526,0
Huawei,U528,0
Huawei,U535,0
Huawei,U550,0
Huawei,U5700,0
Huawei,U5705,0
Huawei,U5900,0
Huawei,U6100,1
HUAWEI,U6150,0
Huawei,U626,0
Huawei,U7200,0
Huawei,U7315,0
Huawei,U7510,1
Huawei,U7515,0
Huawei,U7517,0
Huawei,U7519,1
Huawei,U7520,0
Huawei,U7525,0
Huawei,U7527,0
Huawei,U8100,1
Huawei,U8110 Champions T10,1
Huawei,U8120,0
Huawei,U8150,0
Huawei,U8160,0
Huawei,U8180,1
Huawei,U8230,1
Huawei,U8300,1
Huawei,U8350,0
Huawei,U8500,1
Huawei,U8510,1
Huawei,U8520,0
Huawei,U8650,1
Huawei,U8650 Sonic,1
HUAWEI,U8652,1
Huawei,u8800,1
Huawei,U8800 Pro,1
Huawei,U8815,0
HUAWEI,U8850,1
Huawei,U8860,1
Huawei,U9000,0
Huawei,U9000 IDEOS,1
Huawei,U9100,0
HUAWEI,U9120,0
Huawei,U9130,0
Huawei,U9510,0
Huawei,V720,0
Huawei,V8401/Viettel,0
Huawei,VF810,0
Huawei,Viettel V8401,0
Huawei,Vodafone 830,0
Huawei,Vodafone 858,1
Huawei,Vodafone715,0
Hummer,HT-1,0
Hyundai,H900,0
i-mate,6150,0
i-mate,8150,0
i-mate,9502,0
i-mate,JAM,0
i-mate,JAMin,0
i-mate,JamIn/Dopod 830,0
i-mate,JAQ,0
i-mate,JASJAM,0
i-mobile,2200,0
i-mobile,308,0
i-mobile,315,0
i-mobile,318,0
i-mobile,320,0
i-mobile,510,0
i-mobile,516,0
i-mobile,518,0
i-mobile,519,0
i-mobile,520,0
i-mobile,523,0
i-Mobile,536,0
i-mobile,611,0
i-mobile,612,0
i-mobile,613,0
i-mobile,625,0
i-mobile,658,0
i-mobile,901,0
i-mobile,902,0
i-mobile,903,0
i-mobile,Hitz 2205,0
i-mobile,i858,0
i-mobile,IE 6010,0
i-mobile,IE3250,0
i-mobile,S326,0
i-Mobile,S389,0
i-mobile,TV 360,0
i-mobile,TV 533,0
i-mobile,TV 626,0
IM,T880,0
iMate,8502,0
iMate,9502,0
iMate,JAMA,0
iMate,JAQ3,0
iMate,JasJar,0
iMate,K-Jam,0
InfoSonics,VeryKool i250/VeryKool,0
Innostream,INNOA10,0
iNQ,Cloud Touch,0
INQ Mobile,INQ B1 200H,0
INQ Mobile,INQ1 (Facebook phone),0
INQ Mobile,Q1 218H,0
Itelco,IT2500,0
IVIO,Twilight 7,0
IXI,CT25,0
IXI,OGO-CT1X,0
K-Touch,A610i,0
K-Touch,A7722,0
K-Touch,B2010,0
K-Touch,H234,0
K-Touch,H888,0
K-Touch,H899,0
K-Touch,N77,0
Karbonn,A1,0
Karbonn,K444,0
Karbonn,K451,0
Karbonn,K9,0
kddi,A01/INFOBAR A01,0
kddi,A1406PT,0
kddi,A5503SA,0
kddi,A5518SA,0
kddi,A5520SA/SA II,0
kddi,A5522SA,0
kddi,A5526K,0
kddi,A5527SA,0
kddi,A5528K,0
KDDI,A5529T,0
KDDI,beskey,0
KDDI,CA001,0
kddi,CA002,0
kddi,CA003,0
kddi,CA004,0
KDDI,CA005,0
KDDI,CA006,0
kddi,DRAPE,0
kddi,E03CA,0
kddi,E05SH,0
kddi,E06SH,0
kddi,E07K,0
KDDI,ETBW11AA,0
KDDI,G'zOne TYPE-R,0
KDDI,G'zOne TYPE-X,0
KDDI,G11,0
KDDI,GzOne IS11CA,0
KDDI,INFOBAR 2,0
KDDI,INFOBAR C01,0
KDDI,IS11LG,0
KDDI,IS11N,0
KDDI,IS12M,0
KDDI,ISW11F,0
KDDI,ISW11K,0
KDDI,ISW11M,0
KDDI,ISW11SC/SCI11,0
kddi,K001,0
KDDI,K002,0
kddi,K003,0
KDDI,K004,0
KDDI,K005,0
KDDI,K006,0
KDDI,K006(?????),0
KDDI,K007,0
KDDI,K008,0
KDDI,LIGHT POOL,0
KDDI,MEDIA SKIN,0
kddi,misora,0
kddi,misora[iida],0
kddi,Mobile Hi-Vision CAM Wooo,0
kddi,neon,0
KDDI,NS01,0
kddi,PENCK,0
kddi,PLY,0
kddi,PLY[iida],0
KDDI,Premier3,0
kddi,PRISMOID,0
kddi,PRISMOID[iida],0
KDDI,PT002,0
KDDI,S001,0
kddi,S002,0
KDDI,S003,0
KDDI,S004,0
KDDI,S005,0
KDDI,S006,0
KDDI,S010,0
kddi,SA001,0
KDDI,SA002,0
KDDI,SH001,0
KDDI,SH002,0
kddi,SH003,0
kddi,SH004,0
KDDI,SH005,0
KDDI,SH007,0
KDDI,SH008,0
KDDI,SH009,0
KDDI,SH010,0
KDDI,SH011,0
kddi,SOY02,0
kddi,Sportio,0
kddi,Sweets pure,0
KDDI,T002,0
kddi,T003,0
KDDI,T004,0
KDDI,T005,0
KDDI,T006,0
KDDI,TS3P,0
KDDI,URBANO,0
KDDI,URBANO MOND,0
kddi,W11K,0
KDDI,W21CA/CA II,0
KDDI,W21CA/II,0
kddi,W21K,0
kddi,W21S,0
kddi,W21SA,0
kddi,W21T,0
kddi,W22SA,0
kddi,W31CA,0
KDDI,W31K/K II,0
kddi,W31S,0
KDDI,W31SA/SA II,0
kddi,W31T,0
KDDI,W32SA,0
KDDI,W33SA/II,0
KDDI,W33SA/SA II,0
KDDI,W41CA,0
kddi,W41H,0
kddi,W41K,0
kddi,W41S,0
kddi,W41SA,0
kddi,W41T,0
KDDI,W42CA,0
kddi,W42H,0
kddi,W42K,0
kddi,W42S,0
kddi,W42SA,0
kddi,W43CA,0
KDDI,W43H/H II,0
kddi,W43K,0
kddi,W43S,0
kddi,W43SA,0
kddi,W43T,0
KDDI,W44K,0
kddi,W44K II???????? (Camera),0
KDDI,W44K/II,0
kddi,W44S,0
KDDI,W44T/T II/T III,0
kddi,W45T,0
KDDI,W47T,0
kddi,W51CA,0
kddi,W51H,0
kddi,W51K,0
kddi,W51P,0
kddi,W51S,0
kddi,W51SA,0
kddi,W51SH,0
kddi,W51T,0
kddi,W52CA,0
kddi,W52H,0
kddi,W52P,0
kddi,W52S,0
kddi,W52SA,0
kddi,W52SH,0
kddi,W52T,0
KDDI,W53CA,0
kddi,W53H,0
KDDI,W53K/W64K,0
kddi,W53S,0
kddi,W53SA,0
kddi,W53T,0
kddi,W54S,0
kddi,W54SA,0
kddi,W54T,0
kddi,W55T,0
KDDI,W56T,0
kddi,W61CA,0
kddi,W61H,0
kddi,W61K,0
kddi,W61P,0
kddi,W61PT,0
KDDI,W61S,0
kddi,W61SA,0
kddi,W61SH,0
kddi,W61T,0
KDDI,W62CA,0
kddi,W62H,0
kddi,W62K,0
KDDI,W62P,0
KDDI,W62PT,0
kddi,W62S,0
kddi,W62SA,0
kddi,W62SH,0
kddi,W62T,0
KDDI,W63CA,0
KDDI,W63H,0
kddi,W63K,0
kddi,W63SA,0
KDDI,W64S,0
kddi,W64SA,0
KDDI,W64SH,0
KDDI,W65K,0
KDDI,W65T,0
KDDI,X-RAY,0
KDDI,Xmini,0
Kisen,K3000 (Dual Sim Card),0
Kobo,K080,0
Konka,D161,0
Konka,D263,0
Konka,D319,0
Konka,D363,0
Konka,E810,0
Konka,M526,0
koobee,A106,0
KPT,A9,0
KPT,SD-528,0
KT,EV-S110,0
KT,KM-S200,0
KT,Take EV-S100,0
Kyocera,Buckle,1
Kyocera,C4700,0
Kyocera,C5120,1
Kyocera,C5121,0
Kyocera,E1000,0
Kyocera,E1100/Neo,1
Kyocera,E2000,0
Kyocera,E4000,0
Kyocera,Garnetto,0
Kyocera,K009,0
Kyocera,K010,0
Kyocera,K24,0
Kyocera,K312,0
Kyocera,K325 (Cyclops),0
Kyocera,K483J,0
Kyocera,KCI-S1350,1
Kyocera,KWC-E1000,0
Kyocera,KWC-Glide,1
Kyocera,KWC-Jade,0
Kyocera,KWC-K127,0
Kyocera,KWC-K132,0
Kyocera,KWC-K612,0
Kyocera,KWC-K612B,0
Kyocera,KWC-KX13,0
Kyocera,KWC-KX16,0
Kyocera,KWC-KX5,0
Kyocera,KWC-KX9,0
Kyocera,KWC-M1000,0
Kyocera,KYX04,0
Kyocera,M1400/Laylo,0
Kyocera,M2000/G2GO,1
Kyocera,M6000/Zio,1
Kyocera,M9300,1
Kyocera,Mako S4000 (MetroPCS),0
Kyocera,S1300/Melo,1
Kyocera,S2000i,0
Kyocera,S2300/Torino,1
Kyocera,S2410,0
Kyocera,S3015,1
Kyocera,Thunder KWC-323,0
Kyocera,WX02K,0
Kyocera,WX330K (Willcom),0
LAVA,A10,0
LAVA,KKT35,0
LAVA,KKT40,0
LAVA,KKT50,0
LAVA,S12,0
LCT,L300B,0
LCT,L310B,0
LCT,N500B,0
LCT,TV320B,0
LCT,W660,0
LCT,X700B,0
LCT,X845B,0
LCT,X880B,0
Lemon,Duo 216,0
Lemon,Duo 325,0
Lemon,iQ 707,0
Lenovo,3GW100/LePhone,0
Lenovo,A200,0
Lenovo,A390e,0
Lenovo,A689,0
Lenovo,A68e,0
Lenovo,E156,0
Lenovo,E228,0
Lenovo,E303,0
Lenovo,ET600,0
Lenovo,ET860,0
Lenovo,i300,0
Lenovo,i720,0
Lenovo,i817,0
Lenovo,i908,0
Lenovo,i909,0
Lenovo,i919,0
Lenovo,i921,0
Lenovo,IdeaPad A1-07,0
Lenovo,IdeaPad K1,0
Lenovo,OMS,0
Lenovo,P629,0
Lenovo,P709,0
Lenovo,P780,0
Lenovo,P790,0
Lenovo,P90W,0
Lenovo,P960,0
Lenovo,S5,0
Lenovo,S700,0
Lenovo,S9,0
Lenovo,ThinkPad Tablet,0
Lenovo,V528,0
Lenovo,V707,0
Lenovo,V800,0
Lexibook,Yeno 100,0
Lexus,828B,0
LG,10000,0
LG,225,0
LG,265/Script,1
LG,280,0
LG,285,0
LG,290C (TracFone),1
LG,3300,0
LG,380,0
LG,500G,0
LG,511C,1
LG,5500,0
LG,7100,0
LG,800G,1
LG,8575/8575 Touch (Alltel),0
LG,8575/Chocolate Touch (Verizon Wireless),1
LG,8700,0
LG,8800/Venus,0
LG,900G,1
LG,9100,1
LG,A130,0
LG,A133,1
LG,A155,1
LG,A165,1
LG,A200,1
LG,A353,0
LG,A7110,0
LG,Ally,1
LG,AN430,1
LG,AS680,1
LG,AS740,1
LG,AX 265,0
LG,AX245,0
LG,AX260,0
LG,AX275,0
LG,AX300,0
LG,AX310/Helix,0
LG,AX355,0
LG,AX380,0
LG,AX390,0
LG,AX4270,0
LG,AX4750,0
LG,AX490,0
LG,AX5000,0
LG,AX565,0
LG,AX585/Rhythm,0
LG,AX830,0
LG,AX840/Spider 2 (Alltel),1
LG,AX8600,0
LG,B2000,0
LG,B2050,0
LG,B2060,0
LG,B2070,0
LG,B2100,0
LG,B2150,0
LG,BL20/New Chocolate,1
LG,BL40/Black Label,1
LG,BL42K/New Chocolate,0
LG,C100,1
LG,C105,1
LG,C1100,0
LG,C1150,0
LG,C1200,0
LG,C1300,0
LG,C1300i,0
LG,C1400,0
LG,C1500,0
LG,C2000,0
LG,C2100,0
LG,C2200,0
LG,C2500,0
LG,C2600,0
LG,C300,1
LG,C305,1
LG,C3100,1
LG,C320,1
LG,C330,0
LG,C3300,0
LG,C3310,0
LG,C3320,0
LG,C3380,0
LG,C3400,0
LG,C360,1
LG,C3600,0
LG,C375,0
LG,C530,1
LG,C550/V1.0/LG Optimus Chat,0
LG,C555,1
LG,C660/Optimus Pro,1
LG,C660h,1
LG,C710/Aloha,1
LG,C729,1
LG,C800,1
LG,C800G,0
LG,C900/Quantum,1
LG,C900B,1
LG,C900k,0
LG,CB630,0
LG,CE110,0
LG,CE500,0
LG,CF360,1
LG,CG180,0
LG,CG225,0
LG,CG300,0
LG,CT810,0
LG,CU320,0
LG,CU400,0
LG,CU405,0
LG,CU500,0
LG,CU515,1
LG,CU575,0
LG,CU720,1
LG,CU8188,0
LG,CU915,0
LG,CU920,1
LG,CX10000,0
LG,CX5450,0
LG,CX670,0
LG,CX700,1
LG,E300,0
LG,E400,0
LG,E510,1
LG,E510f,1
LG,E610,0
LG,E720,0
LG,E720 Optimus Chic,1
LG,E720b,1
LG,E739,1
LG,E900,0
LG,E900 Optimus 7,1
LG,F1200,0
LG,F2100,0
LG,F2250,0
LG,F2300,0
LG,F2400/V090,0
LG,F2410,0
LG,F2500,0
LG,F3000,0
LG,F7200,0
LG,F9100,0
LG,F9200,0
LG,G1600,0
LG,G1610,0
LG,G1800,0
LG,G210,0
LG,G262,0
LG,G4015,0
LG,G4050,0
LG,G510,0
LG,G5300,0
LG,G5400,0
LG,G5500,0
LG,G5600,0
LG,G650,0
LG,G7000,0
LG,G7050,0
LG,G7100,0
LG,G7200,0
LG,G8000,0
LG,G912,0
LG,GB160,0
LG,GB170,0
LG,GB175,0
LG,GB190,0
LG,GB210,0
LG,GB220,1
LG,GB230,1
LG,GB250,1
LG,GB270,1
LG,GB280,0
LG,GC900,0
LG,GD330,0
LG,GD350,0
LG,GD510/Pop,1
LG,GD570/dLite,1
LG,GD580,1
LG,GD710/Expo,1
LG,GD880,0
LG,GD900/Crystal,0
LG,GM200,1
LG,GM205,1
LG,GM210,0
LG,GM310,0
LG,GM360,1
LG,GM370/Eigen,0
LG,GM600,0
LG,GM730,0
LG,GM750/Layla,0
LG,GR500/Xenon,1
LG,GR500F,0
LG,GR500FD,0
LG,GR500R,0
LG,GR501/Xenon,0
LG,GR700/Vu Plus,1
LG,GS170,1
LG,GS205,0
LG,GS290/Cookie Fresh,1
LG,GS390/Prime,1
LG,GS500/Cookie Plus,1
LG,GS505/Sentio,1
LG,GT350,1
LG,GT360,1
LG,GT365/Neon,1
LG,GT400/Viewty Smile,1
LG,GT405,0
LG,GT500/Puccini,0
LG,GT505,1
LG,GT540,0
LG,GT540 Optimus,1
LG,GT540f,0
LG,GT540g,0
LG,GT550,1
LG,GT810H,0
LG,GT950/Met,0
LG,GU220,1
LG,GU230,1
LG,GU280/Popcorn,0
LG,GU285,1
LG,GU290f,1
LG,GU295,1
LG,GU297,0
LG,GW300,1
LG,GW300FD,1
LG,GW305,1
LG,GW370,1
LG,GW370B,0
LG,GW382f,1
LG,GW520/Calisto,1
LG,GW525/Calisto,1
LG,GW550,0
LG,GW620,0
LG,GW620/Eve,1
LG,GW820/Tiger,1
LG,GW825,0
LG,GW910,0
LG,GX200,1
LG,GX300,1
LG,GX500,1
LG,HB620,0
LG,HB620T,0
LG,KB620,0
LG,KB770,0
LG,KC550,0
LG,KC560,0
LG,KC780,0
LG,KC910/Renoir (Vodafone),0
LG,KC910/V1.0,1
LG,KC910i/V1.0,0
LG,KD876,0
LG,KE260,0
LG,KE500,0
LG,KE520,0
LG,KE590,0
LG,KE590i,0
LG,KE600,0
LG,KE770,0
LG,KE800,0
LG,KE820,0
LG,KE970,1
LG,KE990,0
LG,KE990c/Viewty,0
LG,KE990d/Viewty,0
LG,KE998/Viewty,0
LG,KF240,0
LG,KF245,0
LG,KF300,0
LG,KF305,0
LG,KF310,0
LG,KF311,0
LG,KF350,0
LG,KF390,0
LG,KF510,0
LG,KF600,0
LG,KF600d,0
LG,KF690,0
LG,KF700,0
LG,KF700C,0
LG,KF700Q,0
LG,KF750,1
LG,KF750/Secret (Orange),0
LG,KF750/Secret (Vodafone),0
LG,KF755,0
LG,KF757/Secret,0
LG,KF900/Prada,0
LG,KG110,0
LG,KG120,0
LG,KG130,0
LG,KG195,1
LG,KG200,0
LG,KG200j,1
LG,KG208,0
LG,KG220,0
LG,KG225,0
LG,KG240,0
LG,KG245,0
LG,KG280,0
LG,KG290,1
LG,KG290UAE,0
LG,KG291i,0
LG,KG296,0
LG,KG300,0
LG,KG300j,0
LG,KG320,0
LG,KG70,0
LG,KG77,0
LG,KG800,1
LG,KG800/Chocolate,0
LG,KG810,0
LG,KG90,0
LG,KG920,0
LG,KG98,0
LG,KH5200,1
LG,KM330,0
LG,KM335,0
LG,KM380,0
LG,KM385,0
LG,KM386,0
LG,KM500,0
LG,KM501,0
LG,KM555,1
LG,KM570/Cookie Music,0
LG,KM710,0
LG,KM900,1
LG,KP110,0
LG,KP115,0
LG,KP130,0
LG,KP135,0
LG,KP15xQ,0
LG,KP170,1
LG,KP175,0
LG,KP200,0
LG,KP202,0
LG,KP202i,0
LG,KP210,0
LG,KP215,1
LG,KP220,0
LG,KP230,0
LG,KP233,0
LG,KP235,0
LG,KP260 (Orange),0
LG,KP265,1
LG,KP270,0
LG,KP275,0
LG,KP320,0
LG,KP330,0
LG,KP500,1
LG,KP501,0
LG,KP501/Cookie (Orange),0
LG,KP502/Cookie (Vodafone),1
LG,KP505,0
LG,KP550,0
LG,KP570,1
LG,KS20/V09b,0
LG,KS360/Tribe,1
LG,KS365,1
LG,KS500,0
LG,KS660,0
LG,KT520,0
LG,KT525,0
LG,KT610,0
LG,kt615,0
LG,KT770,0
LG,KU250,1
LG,KU311,0
LG,KU3700,1
LG,KU380,0
LG,KU385,0
LG,KU4000,0
LG,KU450,0
LG,KU580,0
LG,KU5900,1
LG,KU730,0
LG,KU800,0
LG,KU8800,0
LG,KU950,0
LG,KU9500,1
LG,KU970,0
LG,KU990,1
LG,KU990i/Viewty (Vodafone),1
LG,L-01D,0
LG,L-02D,0
LG,L-10C,0
LG,L1100,0
LG,L1150,0
LG,L1200,0
LG,L1400,0
LG,L1400i,0
LG,L3100,0
LG,L342i,0
LG,L343i,0
LG,L45C,1
LG,L5100,0
LG,L55C,1
LG,L600V,0
LG,LG KP199,1
LG,LG100C (TracFone),1
LG,LG102,1
LG,LG125,0
LG,LG150,0
LG,LG1500 (TracFone),0
LG,LG160P,0
LG,LG160V,0
LG,LG220C (TracFone),1
LG,LG230/Nite,1
LG,LG245,0
LG,LG260,1
LG,LG300,0
LG,LG3200,0
LG,LG370,0
LG,LG385,0
LG,LG410G (TracFone),0
LG,LG420G,1
LG,LG490,0
LG,LG550,0
LG,LG570V,0
LG,LG600,0
LG,LG600G (TracFone),0
LG,LG6070,0
LG,LG6190,0
LG,LG620G (TracFone),1
LG,LG700/Bliss - Volt,1
LG,LG800,0
LG,LG830,0
LG,LG840/Spider 2,0
LG,LG855,1
LG,LG8550/Chocolate Spin,0
LG,LG8600,0
LG,LG8700-parrot,0
LG,LG8700/Shine,0
LG,LG9600,1
LG,LG9700,0
LG,LN240,1
LG,LN510/Rumor,1
LG,LS670,1
LG,LS685/Gelato,1
LG,LS700/Gelato Q,0
LG,LU2300,1
LG,LU3000/Optimus Mach,1
LG,LU3100/Optimus Chic,1
LG,LU3700,1
LG,LU6800/Optimus Big,1
LG,LU8300,0
LG,LW310/Helix,1
LG,LW690/Optimus C,1
LG,LX125,0
LG,LX140,0
LG,LX150,0
LG,LX160,0
LG,LX260,0
LG,LX265,1
LG,LX290,0
LG,LX350,0
LG,LX370,1
LG,LX400,0
LG,LX550,0
LG,LX570,0
LG,LX600,1
LG,LX610,1
LG,M4410,0
LG,M6100,0
LG,ME240,0
LG,ME540c,0
LG,ME550,0
LG,ME770,0
LG,ME770c,0
LG,ME770d,0
LG,ME850C,0
LG,ME850D,0
LG,ME970c,0
LG,ME970d,0
LG,MG-810d,0
LG,MG100a,0
LG,MG101,0
LG,MG110,0
LG,MG120,0
LG,MG155c,0
LG,MG180c,0
LG,MG185,0
LG,MG191,0
LG,MG200,0
LG,MG200c,0
LG,MG200d,0
LG,MG201d,0
LG,MG210,0
LG,MG220,0
LG,MG230,1
LG,MG235,0
LG,MG280,0
LG,MG280c,0
LG,MG280d,0
LG,MG295,0
LG,MG296,0
LG,MG300D,0
LG,MG320,0
LG,MG320c,0
LG,MG320d,0
LG,MG530,0
LG,MG800,0
LG,MG810c,0
LG,MN180,1
LG,MN240/Imprint,1
LG,MN270,0
LG,MN510/Banter Touch,1
LG,MS20,0
LG,MS25,0
LG,MS690,1
LG,MS840,1
LG,MS910/Bryce,1
LG,MT310/Helix,1
LG,MT375/Lyrics,1
LG,MU500,0
LG,MU515,0
LG,MU550,0
LG,MX200,0
LG,MX210,0
LG,MX240,0
LG,MX275,0
LG,MX300,0
LG,MX380,1
LG,MX500,0
LG,MX505 (Mexico),1
LG,MX510,0
LG,MX7000,0
LG,MX830,0
LG,MX8500,0
LG,MX8550,0
LG,MX8700,0
LG,MX9700,0
LG,NX550,0
LG,optimus 2X,1
LG,Optimus Chat L-04C,1
LG,Optimus One,1
LG,Optimus Pad L-06C,1
LG,Optimus Vu,1
LG,P350,0
LG,P350 Optimus Me,1
LG,P350f,1
LG,P350g,1
LG,P355,0
LG,P500,1
LG,P500h,1
LG,P503,1
LG,P504,0
LG,P505,1
LG,P505R,0
LG,P506 Thrive,1
LG,P509/Optimus T,1
LG,P520,1
LG,P690/V1.0,1
LG,p692 Optimus Net,0
LG,P698,0
LG,P698f,0
LG,P720,0
LG,P7200,0
LG,P920 Optimus 3D,1
LG,P920/V1.0,0
LG,P920h,0
LG,P925/Optimus 3D,1
LG,P925g,1
LG,P930,1
LG,P936,0
LG,P940,0
LG,P970/Optimus Black,1
LG,P990/Optimus 2X,1
LG,P990H,0
LG,P990hN,0
LG,P993,0
LG,P999/T-Mobile G2x,1
LG,PLS225,0
LG,PLS350,0
LG,PM225,0
LG,PM325,0
LG,Prada 3.0,0
LG,Prada KE850,0
LG,S310,1
LG,S5000,0
LG,S5100,0
LG,S5200,0
LG,SK-S100,1
LG,SU370,1
LG,SU540,1
LG,SU640,1
LG,SU660,1
LG,SU760 Optimus 3D,1
LG,SU880,1
LG,SU950,1
LG,T300,1
LG,T310/Cookie Style,1
LG,T310i,1
LG,T315i,0
LG,T320,1
LG,T325,1
LG,T500,0
LG,T505,0
LG,T5100,0
LG,T515,0
LG,T565,0
LG,TE365/Neon,1
LG,TG800/Chocolate (Canada),0
LG,TM520,0
LG,TU330,0
LG,TU500,0
LG,TU515,0
LG,TU550,0
LG,TU575,0
LG,TU720,0
LG,TU750,0
LG,TU915,0
LG,U250,0
LG,U370,0
LG,U400,0
LG,U450,0
LG,U8100,0
LG,U8110,0
LG,U8120,0
LG,U8130,0
LG,U8138,0
LG,U8150,0
LG,U8180,0
LG,U8210,0
LG,U8290,0
LG,U830,0
LG,U8330,0
LG,U8360,0
LG,U8380,0
LG,U8500,0
LG,U8550,0
LG,U880,0
LG,U890,0
LG,U900,1
LG,U960,0
LG,U970/Shine,0
LG,U990,0
LG,UN200,1
LG,US670,1
LG,US740/Apex,1
LG,US760/Genesis,1
LG,US855 Optimus Black,1
LG,UX840/Tritan (US Cellular),1
LG,V900,0
LG,VI125,0
LG,VI5225,0
LG,VM101,0
LG,VM265,1
LG,VM510,1
LG,VM670,1
LG,VM701,1
LG,VN-250/Cosmos,1
LG,VN271,0
LG,VS660,0
LG,VS660/Vortex,1
LG,VS700,1
LG,VS840,1
LG,VS910,0
LG,VS910/Revolution,1
LG,VS920,1
LG,VX 11000/enV Touch,1
LG,VX 7100/Glance,0
LG,VX 8360,1
LG,VX-8350 - Verizon Wireless,1
LG,VX-8550,1
LG,VX-8560,0
LG,VX-8610,0
LG,VX-8800,0
LG,VX-9100,1
LG,VX-9200/enV3,1
LG,VX-9400,0
LG,VX-9900 (Verizon Wireless),0
LG,VX10000 Voyager,1
LG,VX4500,0
LG,VX4650,0
LG,VX4700,0
LG,VX5200,0
LG,VX5300,0
LG,VX5400,0
LG,VX5500 (Verizon Wireless),1
LG,VX5600 (Verizon Wireless),1
LG,VX6100,0
LG,VX7000,0
LG,VX8000,0
LG,VX8100,0
LG,VX8300,1
LG,VX8500,0
LG,VX8600,0
LG,VX8700,0
LG,VX9600/Versa,1
LG,VX9700/Dare,1
LG,VX9800,1
LG,VX9900,0
LG,W800,0
LG,X330,1
LG,X330T,1
LG,X350,0
LNexian,NX G225,0
Longcos,SK16D,0
Longcos,SK18,0
LT,X1,0
LXE,MX8,0
LY,F528,0
Malata,MT126,0
Malata,T8,0
Maxx,MA440,0
Maxx,MQ606,0
Maxx,MSD7,0
Medion,2860,0
Medion,Life P4310,0
Medion,Life Tab P9514,0
Medion,Life Tab P9516,0
Meizu,M9,0
Meizu,MX,0
MicroMax,A60,0
MicroMax,A75,0
Micromax,E390/MTS Alive,0
MicroMax,GC360,0
MicroMax,Q1,0
Micromax,Q3 Plus,0
Micromax,Q5,0
Micromax,Q55,0
MicroMax,Q6,0
Micromax,Q7/Q7 EZPAD,0
Micromax,Q75,0
Micromax,Q80,0
Micromax,X113,0
MicroMax,X207,0
Micromax,X210,0
Micromax,X225,0
MicroMax,X228,0
MicroMax,X263,0
Micromax,X265,0
Micromax,X266,0
MicroMax,X271,0
MicroMax,X285,0
Micromax,X2i+,0
